rank,From,benefit_eth,points_rounded,points
644,0x121fa2787cf0180593da4dfd0e7e47dd34177c92,0.009,290,287.538911
645,0x1368ca1a27c3bea75b86b38f8f6a608df0fc764d,0.009,290,287.538911
646,0x13a523024ce73f5e1445cdde1de03babcb70a548,0.009,290,287.538911
647,0x14711bad4db6bffc964c2a9216054ec80f151055,0.009,290,287.538911
648,0x14732042ad8ec978551f697ac052ffbe9f934a28,0.009,290,287.538911
649,0x15c444926edacb6c4fd30effb47bf17a4ad4117d,0.009,290,287.538911
650,0x173b709a0523a6d819550c5ce00e934a6619bc4d,0.009,290,287.538911
651,0x1760ce7536f04984ed18ae3789a474d8f634ce7a,0.009,290,287.538911
652,0x17684e8942f81af6a0e9b0dfc41b12b42880ab76,0.009,290,287.538911
653,0x1811e379e67bfa38dd1f5f958f1214bf1068eee3,0.009,290,287.538911
654,0x18215c14d1bbd420c529153ea64a9bb193b172f4,0.009,290,287.538911
655,0x191a2f770d5ad498c7abcd2eae22297061bae245,0.009,290,287.538911
656,0x1987f7d03f114e16d0c808e64843c271882c9851,0.009,290,287.538911
657,0x1a5f3b1419a212378af3179ba4dc9aa8cb86d8bd,0.009,290,287.538911
658,0x1bdeac6df4137455a8ae05f26dc3df6655bdd7a6,0.009,290,287.538911
659,0x1d7024429cbff685d2f9157258c01acc5f0a6847,0.009,290,287.538911
660,0x1e1900a3270d729a44164738cf9fb6529861b62b,0.009,290,287.538911
661,0x1ed8cb8faeafd9f817849b76923155f78d45d9dc,0.009,290,287.538911
662,0x1f69d3f561a7d3605bfc448994e08eac8c8a6a4f,0.009,290,287.538911
663,0x2089ad7bf2bf33577929cc619104b1ff6daddf20,0.009,290,287.538911
664,0x2094a1e20efc82017d3155c05cb76aa5fa1e624d,0.009,290,287.538911
665,0x20a24b045b3c11b3d02027abf36480a9c9e841a3,0.009,290,287.538911
666,0x21aca77d166115681af3fe79c3b48e3c6b17d6a0,0.009,290,287.538911
667,0x22344f9019744c5c43b7a02f84624c5862bd92bf,0.009,290,287.538911
668,0x2274f3482662f857bef421c7be7f41f7ca4de174,0.009,290,287.538911
669,0x22e22f176c85bc8df9647d2ffe7e5737a663801f,0.009,290,287.538911
670,0x239287ae2fa4d18284146e51002af497677730a8,0.009,290,287.538911
671,0x2421d1a6e092a91aae0c393da7930a9649ae8139,0.009,290,287.538911
672,0x244ebd94888b965ea0ede0ca57a2300262e448e1,0.009,290,287.538911
673,0x2486e7826e961539a267ae5dc651b5adf05b0c4a,0.009,290,287.538911
674,0x2515f7d22dc9d32be2c82e31941da63e0bf6d313,0.009,290,287.538911
675,0x25294a3beac01ec7ad0e0f0bb9a62cb544c4dfe3,0.009,290,287.538911
676,0x255682c8a07b4743d3f2b974766ff17d7c04b058,0.009,290,287.538911
677,0x263994f53de7d080796716e3feca6be17087e9ab,0.009,290,287.538911
678,0x267b366121f8e140ac22539d6146596dc9613356,0.009,290,287.538911
679,0x2690b7728fc5af57f0ad8a64d25266823af348b5,0.009,290,287.538911
680,0x275fce78307b1a03f88394125b27fa717757fd6d,0.009,290,287.538911
681,0x27adbef442071e501bec42e87acd99da4126185c,0.009,290,287.538911
682,0x2813fbfddc956fdd2eccd230cabb331b791353ef,0.009,290,287.538911
683,0x28a2f5d437dfce5304951605e62e9bcf6e3d9657,0.009,290,287.538911
684,0x28fee17d82c1a4a617bc694d86228d9de649e9c5,0.009,290,287.538911
685,0x29a9655ece96dcdc96be968fef5b7fc80dcf341f,0.009,290,287.538911
686,0x2a4fdd0e428dc9eb260428fb509fd8a84bb6d3ed,0.009,290,287.538911
687,0x2a59abf38b7640199016c2f0d79340de9c51eb59,0.009,290,287.538911
688,0x2aaac6bd9f312936e1fb414d3856bc37d0b037b5,0.009,290,287.538911
689,0x2b9126e6e6f9494dce5d35b539ea00abfef70c06,0.009,290,287.538911
690,0x2cd93faca301d376c983908ffe61c0029d6a4a06,0.009,290,287.538911
691,0x2d45067e8087ef7ceca1c35d47abc63510c82264,0.009,290,287.538911
692,0x2d4974ea025f1caf611e134106c2bb736536733e,0.009,290,287.538911
693,0x2e5b2a64b76a9f59df01d9cd12a34d525d6691fe,0.009,290,287.538911
694,0x2ed454c8980d83218e8023e81955394dfd145625,0.009,290,287.538911
695,0x2f45cbf39f3ed3856426e2aee652de4434d77ff8,0.009,290,287.538911
696,0x2f7ba23244b97215e8208fb9b950e395f6efe2bd,0.009,290,287.538911
697,0x305a3e6a4be6ed1c9227763b785eb452873b5d29,0.009,290,287.538911
698,0x313d1532988ed761d1c2dc3b2d6f396a425be1a5,0.009,290,287.538911
699,0x315d3a4b70f8b4849f6ea71772dd1f38fc18d9df,0.009,290,287.538911
700,0x3192d4a1971a1e0044db4fd73f531f08c3ee91fd,0.009,290,287.538911
701,0x31be60fe0a8c11645c83aabe73740e2263ad0dd0,0.009,290,287.538911
702,0x31d3548ee25c8caa1b817598fb447855cb88ec77,0.009,290,287.538911
703,0x348d914d69babca579bc019b513a693eee428378,0.009,290,287.538911
704,0x34c7e24483734149025c774293d851091074bd0e,0.009,290,287.538911
705,0x3539a1cb678b13c924bd72e1478618e35e4ca9c0,0.009,290,287.538911
706,0x364d433eb76176efb702beceddd2b14bf61e1ece,0.009,290,287.538911
707,0x369ad6cde187e71e6e3277f07959bbbe94cd289f,0.009,290,287.538911
708,0x36a5639479f44f6540623046be1b8bdd04b42cc3,0.009,290,287.538911
709,0x3863c444dc0b4b3b9ef69056b32546f8568b4b4b,0.009,290,287.538911
710,0x3890a0cc0bdbbf7dd7904a199c87a788da85be62,0.009,290,287.538911
711,0x3ae7455ecf01e6fb3d206cbf3efc97ca0a0c37ee,0.009,290,287.538911
712,0x3b5047cf7aaff69a9f8d03627d027f847c8a8f89,0.009,290,287.538911
713,0x3bdca6e7b8d5554472d1d0bf637539a11100f837,0.009,290,287.538911
714,0x3bea06c64296538cb83bbd7943e1e2b5d5c2be62,0.009,290,287.538911
715,0x3c32ad53a1c4b9f003fd030537ade1c7cbf53be2,0.009,290,287.538911
716,0x3c874cd60a6610025f40f02930568a9b21dc92e5,0.009,290,287.538911
717,0x3ca5d4291ed58e343a7ec336e4ef3fb08c973a0a,0.009,290,287.538911
718,0x3d5d946e6e56a836d33d98c96416368570936a5c,0.009,290,287.538911
719,0x3d8db7079a18eeb20b77e22a1ed88eda5f14382f,0.009,290,287.538911
720,0x4070dce707edde428eb9faa692872956735dbeef,0.009,290,287.538911
721,0x4092b82909dc44190a40dd2b7bb6af2051f93ca4,0.009,290,287.538911
722,0x40958634909040d051d53851792076006c2edc5e,0.009,290,287.538911
723,0x40a033a4a0bd55f51ca6e3211a54ea2707025ff3,0.009,290,287.538911
724,0x433d2edbd9c583d5ce1c1f7893ac2ef8e7ee24a9,0.009,290,287.538911
725,0x44072d1859138a3756064c6385c256ea20dceed0,0.009,290,287.538911
726,0x44a55f824f9576ca659363a4a72e71e946030421,0.009,290,287.538911
727,0x4546eb518b4a603f60165fa15f41fef6e5ab4923,0.009,290,287.538911
728,0x45c2aa880da4651a0b2d023b0a346bbe50a07afb,0.009,290,287.538911
729,0x45d65e721a741eef1b006a1420eddc7e40d0cecc,0.009,290,287.538911
730,0x466d57797b75ffaa3b8a9160f6eb91120ae00b5a,0.009,290,287.538911
731,0x46e3287af4bb659b1f136e25068274c72083ae13,0.009,290,287.538911
732,0x470ee3e8b571bb26e9870c2132dce824ee1688d6,0.009,290,287.538911
733,0x4736de3e81ae3b1005447756fb84f65dec5a35df,0.009,290,287.538911
734,0x47fa182e4c2302c4aabee984852c235802b1850e,0.009,290,287.538911
735,0x483a4d69a16c1bef3b786544783666c65b000eb2,0.009,290,287.538911
736,0x493599cffbfba9dfcdfda40aa22460c9708bc487,0.009,290,287.538911
737,0x494a88c2e3a0d7c46d791134ef0bde465e009b2c,0.009,290,287.538911
738,0x49a384bb25899ced0bcab3e8412707f8c4202730,0.009,290,287.538911
739,0x49c4b5c162a228b7f49e8bbf099116edd45de2a3,0.009,290,287.538911
740,0x4a2336b44779546b8525431b1ac7f68c42d76a6e,0.009,290,287.538911
741,0x4a8dfd243ac16b5ad3f701fa0cf9e40ff58e5616,0.009,290,287.538911
742,0x4aaeaf04c4f41b8e809e0696426aa25872c979e1,0.009,290,287.538911
743,0x4abbaa4680122bb61f51d78d50e6949afbcc2d0f,0.009,290,287.538911
744,0x4ae3db43e3f080f7281011c21dad4ef3b7a9f514,0.009,290,287.538911
745,0x4b25a046112b1af333d344581ff64f60338cc109,0.009,290,287.538911
746,0x4b79c5ccfc0baaaa239ff73ac10127a6442aa646,0.009,290,287.538911
747,0x4c0d30ecb59f062a9d0eb30f1dc92fdc89a4f246,0.009,290,287.538911
748,0x4c4924d605f1c428fe6bef6789359120be0dd7ad,0.009,290,287.538911
749,0x4c4cf60b56d5c01a39bed73dfd8a96bf5cdb38ee,0.009,290,287.538911
750,0x4d11e034dd3dbfae88ac39981b019a69e4899538,0.009,290,287.538911
751,0x4e739cee7050423a80753d2526b3718636026dd7,0.009,290,287.538911
752,0x4eb28b48d40ef95755e03882fe9794df676aeba9,0.009,290,287.538911
753,0x4ebad682bea3172e29ff0f5621d93dcbfbbedea5,0.009,290,287.538911
754,0x4f93b02b58a6a7703f10b1fe266a216637731666,0.009,290,287.538911
755,0x5094086cb7f12bceb2639549f4691f856cd422bc,0.009,290,287.538911
756,0x50b31a1e09ec749ec097a39e9c6398e178c0e9f8,0.009,290,287.538911
757,0x521d8d1a5c001895a8f735137b4e0fc4aebc91ae,0.009,290,287.538911
758,0x52c80c64146eb8821c8d2ec345da8b65f4d9d0a3,0.009,290,287.538911
759,0x53eedc242c7f7df2b04d4d162b729649866ae6da,0.009,290,287.538911
760,0x553e33e0bffc34c48eabd6e3b83c9311ad561d0a,0.009,290,287.538911
761,0x5663b1757d2c0b4d22622a383e514936c6e47c84,0.009,290,287.538911
762,0x56a597bf1d85a49f03f205af240a4cd7b4da4495,0.009,290,287.538911
763,0x570d69e7accfb305c13e2a4b2579e2f2ff657940,0.009,290,287.538911
764,0x57827bb9355f03b4332269060b33a43ac2e67c3c,0.009,290,287.538911
765,0x57c5b514308e2beb3ba4065d9c8ae02345b4d501,0.009,290,287.538911
766,0x588f43c24e8b6b262100dd81f1cdee2b610af9ef,0.009,290,287.538911
767,0x589ed5a5405393747c3551e3d31cd3b31f7f6e71,0.009,290,287.538911
768,0x58a08002fa4957a32d7dccceb2895a99ac873a61,0.009,290,287.538911
769,0x58a3e50b733422c6142c88572bb4a12313872d70,0.009,290,287.538911
770,0x59b4177a3cf24a84e7b6126c521effcd6ccf51e9,0.009,290,287.538911
771,0x59e6b317ac4926c071a212f9634414d698f69485,0.009,290,287.538911
772,0x59fe1bf4f252090dd9a351ea78e93d252a2fa529,0.009,290,287.538911
773,0x5aea63ee9d47e4013de727654bdb2e77397d6960,0.009,290,287.538911
774,0x5b4ebd10082cfe75ed74d14b736b989ed8e478c2,0.009,290,287.538911
775,0x5cbadc762f7c00a69dfc4d02e982efc9408fc643,0.009,290,287.538911
776,0x5d0778899de33ea5560e3115d903004ec87dd381,0.009,290,287.538911
777,0x5d62453f80f5b12b0ac0c7b548223778a765846b,0.009,290,287.538911
778,0x5f9608c90549a843ca6d0ed31ab53dd64ce9fe1d,0.009,290,287.538911
779,0x60306ab98f605f35b7fc28d2637360f267bae40f,0.009,290,287.538911
780,0x60c97d3ed215f1ab2599179fa1015c6abcc1dd1d,0.009,290,287.538911
781,0x61068abfb8349f90bd0bab12347ec10e0c55c20f,0.009,290,287.538911
782,0x6203305328cfcf5b51da04eee32a37cd97c64c21,0.009,290,287.538911
783,0x6267af3c3c487ef4c8960d99e7e853adfc7ab190,0.009,290,287.538911
784,0x6346d9ea777056ceee6e10588e18088f2f269764,0.009,290,287.538911
785,0x6347b11bdd4917f700c6cc854542bceb7571ef31,0.009,290,287.538911
786,0x636873bc2d39ae4849745a297cce8b7fce465f11,0.009,290,287.538911
787,0x63c47fbcc78e2d3b62793d05ccb5dfbac6073b71,0.009,290,287.538911
788,0x65b8dd795e0bebe98da1f4da1545502215c87e5e,0.009,290,287.538911
789,0x66303d1ad3702f74a852b8cc68468267145124b3,0.009,290,287.538911
790,0x6640f00b4623a9b3364db19f842f0395f99ad652,0.009,290,287.538911
791,0x66d2b7b0d4035c7cc9f977d7ed1adf51accb020e,0.009,290,287.538911
792,0x67334ef5877c2a83ebf0ea0b71bb3d41538622e1,0.009,290,287.538911
793,0x673b7dafa7fe4a749ac9611bae2c32c520c01b33,0.009,290,287.538911
794,0x67423a524170b59295b8056852f89fb3c4ebf64f,0.009,290,287.538911
795,0x6783f49bc43bd13648f7e3dd4c7566c111650691,0.009,290,287.538911
796,0x6787839457fa0509e1c493cabecdb9c821d8b2af,0.009,290,287.538911
797,0x684debab80bd4160074805597ae1f1a53b812a23,0.009,290,287.538911
798,0x690cdaa8c3291897b4d57929f0f97e105c5adc3c,0.009,290,287.538911
799,0x6913b3e46d260b9f7db6f014e8c0af4c5cd64310,0.009,290,287.538911
800,0x692da756e8027aff332cafd6d6358e58232bd2d5,0.009,290,287.538911
801,0x6954b6ff91dc57b2aa60749d73f5cb2012b1c6c8,0.009,290,287.538911
802,0x6a5310321724fb61c8b3afe627b20185f7e51ef3,0.009,290,287.538911
803,0x6a784d28f3c3b5b3126b683fe4e6cff98ca18af4,0.009,290,287.538911
804,0x6ccbf91825ff6be1dc24678e56bde6435386f726,0.009,290,287.538911
805,0x6d9cae45480beeac27e4747f0addf9b5b0da0605,0.009,290,287.538911
806,0x6db79f2ec7869197cadbb2bf1838d86ebe4e80ee,0.009,290,287.538911
807,0x6ea972f8e321bc355a7b94b64d3081bf9be3dc00,0.009,290,287.538911
808,0x6ed6b9c0ff4d8c0d209ef3ba1524249ff8216910,0.009,290,287.538911
809,0x709c3308d284677c5ef7ed1a47be4d371870bf7a,0.009,290,287.538911
810,0x70c1ea5f87161c0f987a3b178dadefa5fbf527a0,0.009,290,287.538911
811,0x70f4a066e4ba459ac46b0b045e4ae3f5cb8230e8,0.009,290,287.538911
812,0x70fc9eef0771126a140bb53e4a12186892a32119,0.009,290,287.538911
813,0x7113c6d959ce83cab2fbe8db7aa889bf3603e7ae,0.009,290,287.538911
814,0x739d487e3822351e846c8a8834a2294d15e7f69a,0.009,290,287.538911
815,0x73d2bfea0373199a3c29eb95e845561448f6a740,0.009,290,287.538911
816,0x73effea47f8c8100c2c66fdab311ea1f12d4dc43,0.009,290,287.538911
817,0x74c6a97bf4db6e4ae1423d74b8009d6560163fff,0.009,290,287.538911
818,0x74d558522a85550c32e8c9449ce7f29b22acc988,0.009,290,287.538911
819,0x74dcf713c87816eced6bfd158172da9b752c7dec,0.009,290,287.538911
820,0x75429454b900a2c3150c1c2f0cd997ed43466d04,0.009,290,287.538911
821,0x75cf65db87dd7cb1ff00d1c2c8ae8e9d1ee11b0e,0.009,290,287.538911
822,0x75f2629f61f2cc688a8e21c15715b66ad566e21a,0.009,290,287.538911
823,0x777e96fbbe709d2e596a9e98635f8a3033d5b484,0.009,290,287.538911
824,0x77dcd11e5d549ce04f27129ed92dec827ad9c89a,0.009,290,287.538911
825,0x77e597a891711f77ec66e254f04710d911277ff1,0.009,290,287.538911
826,0x78e448774b4dcd202a5cfd0fae5be0b088ab0270,0.009,290,287.538911
827,0x79b1c2fa5d7cf5425d0d542d1e0580753a561b6b,0.009,290,287.538911
828,0x79cfc9199c12ccd8d6727834012d97ddd7c0ec9c,0.009,290,287.538911
829,0x79e910a24fd37c068686b2ce83e93dd2a4b9e401,0.009,290,287.538911
830,0x79fbe4e80b298dbb070b6fabef9f942b54437e2d,0.009,290,287.538911
831,0x7a05f1aaf0409bf672d4cf303d8c35c2edc4ae88,0.009,290,287.538911
832,0x7a0f38f550627067aa349ff7d95bbc2839d9398d,0.009,290,287.538911
833,0x7a1d1bc15fbeff5f82256ebf1ba946e8084350e1,0.009,290,287.538911
834,0x7a71231f331b3207865e756fe5f93edba89ee450,0.009,290,287.538911
835,0x7ad7a51bab03ee2dd37fbad21d8d3e3e7e26be8c,0.009,290,287.538911
836,0x7b79f697d31edff2cae9bf31d40cb1febc81bb93,0.009,290,287.538911
837,0x7bc0319a796f638b0994141e741b2e4b6f202066,0.009,290,287.538911
838,0x7be6a8892ed62cec3ad63679bca236c05140ab09,0.009,290,287.538911
839,0x7c4671130a6804b3ac6e96ae489f0d7ba1d266c3,0.009,290,287.538911
840,0x7cbd0fa897a70dda36d1e46ea3b60643b73e0b77,0.009,290,287.538911
841,0x7ed946a46faf874bf8a75ea902a34e7459bbf1d6,0.009,290,287.538911
842,0x7fcf70a1acaa8ad9c4f1d7074715cb64c46d897c,0.009,290,287.538911
843,0x7fd84526e0443d5ee9bc5ac9530a60f47eeedd3d,0.009,290,287.538911
844,0x80235cdfd157a90b13da466b8e3ebe176f805300,0.009,290,287.538911
845,0x804ef09c53b1d8d3cc92a03066808fb11f4e5c66,0.009,290,287.538911
846,0x80c10774d792abe137a1931f4657774bdf00f778,0.009,290,287.538911
847,0x819845831badf78886dd7973be543af1636ae72b,0.009,290,287.538911
848,0x81f7356fc55c15dd5ded96ae479d27660273ddca,0.009,290,287.538911
849,0x83794abe3fea0ef73725261c029a637e7fec8e4b,0.009,290,287.538911
850,0x83d41f9c57fc2702e2fcfbf7127904257bed0a9e,0.009,290,287.538911
851,0x8567cbfbfd12ae7d118adafd6b19cbd64c93aeec,0.009,290,287.538911
852,0x85bdf720716051c76e44291cc0531d6e16040a39,0.009,290,287.538911
853,0x863a672da23f71acf328ad35f340f313d0eb7fff,0.009,290,287.538911
854,0x86a178166845227540901c5927daa14a1bb4a614,0.009,290,287.538911
855,0x879bb42004c108345cf52dcc751262dc8d3f89ee,0.009,290,287.538911
856,0x87b071c07ea7b3fadce12c7dea5bf22d0d9f4353,0.009,290,287.538911
857,0x883a9f3d36b5464fe0d88404058487e9e928c8ff,0.009,290,287.538911
858,0x8903eda3d40781cc482ae80e2238e31900454432,0.009,290,287.538911
859,0x892a469557d39006d559251adadb7cc19e1ddd85,0.009,290,287.538911
860,0x89fd9e754d28d516ec0924d64d46662b41b14434,0.009,290,287.538911
861,0x89fdc036e065bbcdb1ac28214c379548ba052707,0.009,290,287.538911
862,0x8a18b64558c8995b239d229cc6511ae0d2b129ce,0.009,290,287.538911
863,0x8a21ab768d1ae98a45dce546718073601aa7082c,0.009,290,287.538911
864,0x8ac2f7cc0d27dcc77fb6a39021cdc6bd27b3b7e1,0.009,290,287.538911
865,0x8d05ae1c0415e37306092014f66be3040399aeb1,0.009,290,287.538911
866,0x8d96db92b65d9952f5ea0eec73a0a5701c0fbc44,0.009,290,287.538911
867,0x8dad7b5db016a1b862dae8bf99eca3d2362b679d,0.009,290,287.538911
868,0x8f3ac2fb51f0ae9909a7d943c2ee2febe513a91d,0.009,290,287.538911
869,0x8f3b68750c8d8f343a95621e8d038a71cbf637dd,0.009,290,287.538911
870,0x8f3e517f8931567186a5e843fe17a6276271e7ba,0.009,290,287.538911
871,0x8f741e16826e27878f31e2e73e91642312647be8,0.009,290,287.538911
872,0x908325874488ce145e1a2b7c7a41c62adf4d2603,0.009,290,287.538911
873,0x90ae25b46cb8f9666074b665994d7bf5385d730c,0.009,290,287.538911
874,0x9197a7e66450831297286a49405a8ace8127546f,0.009,290,287.538911
875,0x925ec2edc91b349a2a9086e235524b5e4673f9ae,0.009,290,287.538911
876,0x928ce4a6b2d5e35bf8b67d7e62d5eb72b46520d3,0.009,290,287.538911
877,0x9337ec0440b29f9e60911fc554fbdd0a1a2eb4b5,0.009,290,287.538911
878,0x933c34c706f2b348b8a83edc17aaa37ccd4395a7,0.009,290,287.538911
879,0x935fe5749b0c691578d26c1f209a67d2c1ecafa5,0.009,290,287.538911
880,0x958199744b3efb8992e1513fb73b1ed13cc1a232,0.009,290,287.538911
881,0x96266b9b03da164fa8bff3c67d697c98a0cafa5e,0.009,290,287.538911
882,0x963e1abc959327d6b01ca68e47686dc0b85180ed,0.009,290,287.538911
883,0x96abf2a774351632e23ecfb0ddc4f7ea2d17ee98,0.009,290,287.538911
884,0x97943f0fd847e0cb381e7770a811438056f577e0,0.009,290,287.538911
885,0x98968268426c7d8bc46924d4b2f1347eebbcee02,0.009,290,287.538911
886,0x99020692bd7c0a1a1f271b57541f07ccc4c16d2e,0.009,290,287.538911
887,0x9a13d295c8ce8350c46d0701a3bb306263cbdeda,0.009,290,287.538911
888,0x9a41d446e4b2228b369ae2a7ee1ea6857f2a7c20,0.009,290,287.538911
889,0x9ad4a379f04d3c69c09c4d9c87117ee73694043a,0.009,290,287.538911
890,0x9b4c00530a0355afaea727d9b17d7f7507d9f5c9,0.009,290,287.538911
891,0x9d366f7eaf0b8a6612d85e373215673b48d771ab,0.009,290,287.538911
892,0x9dd25ce27b0893ba0901d1d6dfc418dacee08d5e,0.009,290,287.538911
893,0xa08ca3c97a6bb95623f39183e05392021b969394,0.009,290,287.538911
894,0xa1175bde6f9a5d3de105f0de119686a0d1c9f49d,0.009,290,287.538911
895,0xa203acdcaa6262cdf88ff622bae958700f241545,0.009,290,287.538911
896,0xa20b9fe6039a37bd5b9f1721b402b31a4a2a741e,0.009,290,287.538911
897,0xa222eb13a763f06584f42d5bc938eb4f3fac94ff,0.009,290,287.538911
898,0xa47e2a4099c0d7e06d74794637a45c825dad40a4,0.009,290,287.538911
899,0xa4b6f882434708aee24077b6859fedd882b518ad,0.009,290,287.538911
900,0xa4c506ab90751492d8e8e954a90b5d6639b0521e,0.009,290,287.538911
901,0xa505eb8cbf88ab9919cf587ea3461a8f1e152a10,0.009,290,287.538911
902,0xa65433c7affa83d5c325cd457de63ed6748afec8,0.009,290,287.538911
903,0xa69b080d4ed5c7bd4adb206fca36c0fce2471b0e,0.009,290,287.538911
904,0xa6b4957b70604746aefd5721099bbc8a2a914346,0.009,290,287.538911
905,0xa8b99befb3b6e815e0c863e21cb509448c386fe1,0.009,290,287.538911
906,0xa903efacfa93313aa42ab09682f1c427d4223512,0.009,290,287.538911
907,0xa995c84fdbff3e2c85716fd51192c5bdf6809322,0.009,290,287.538911
908,0xa9cbaf4d10d35aa79714d35d5deba9d2e6175e47,0.009,290,287.538911
909,0xaa6df24bad522ed39bc9fb7027840353c821db8b,0.009,290,287.538911
910,0xab11501c1d7827e8c065788e522c417357d0e059,0.009,290,287.538911
911,0xabeb17c518a3618f0cd27b27b5fdfddafc34259e,0.009,290,287.538911
912,0xac294bdefea5f3c7c91ab7a91b58455fdf40d738,0.009,290,287.538911
913,0xacd35288b2edc6c0533beb942b0ad6ee2e4edbac,0.009,290,287.538911
914,0xad15c7433b9a109c2de904d766d1024995f0e136,0.009,290,287.538911
915,0xad2ef2ec507d583488f458714769fdf0b5b47d3b,0.009,290,287.538911
916,0xadae93cde8f302c75e2a2cdfb3a0e3c3a7b7de95,0.009,290,287.538911
917,0xadc562970f226110f592d4a6b4367aa8557ec11e,0.009,290,287.538911
918,0xae1c50e81bb449aefc2a46615d30ab2f6a7dcf49,0.009,290,287.538911
919,0xaee656d72c39b29042ba014db077a0eb1fbbd288,0.009,290,287.538911
920,0xaf88424d8e0e0951a791d0bcd21f920044e6c37e,0.009,290,287.538911
921,0xb0151d4e336d585ee6f2cd5700cc4abd9cdaad0b,0.009,290,287.538911
922,0xb03406756fbb67e5548f3ab3991652a7dd24c143,0.009,290,287.538911
923,0xb15e361bf360589c018ef25fe89a979bddc0bc48,0.009,290,287.538911
924,0xb213c5844c98eac64c817045f413571815b5dd4b,0.009,290,287.538911
925,0xb248226262d5dc0d65b466b998a827833f66cec0,0.009,290,287.538911
926,0xb29f4029cf5ef4e6e4e47473105db9c331080d8e,0.009,290,287.538911
927,0xb2b5ba11bfac82bf9525e1b287d07c22406585a0,0.009,290,287.538911
928,0xb2ce7657935c95fd9fdb48853b37210525770caa,0.009,290,287.538911
929,0xb398d8985ebb136365570652c053bfd4a59d3078,0.009,290,287.538911
930,0xb3bf99ad253287763042bea763fcdc39844fb278,0.009,290,287.538911
931,0xb48445ab042f6984a2f2b13e66d96fc481e59ffc,0.009,290,287.538911
932,0xb50d978e873d7af0be2606d510927e0c6b9ce878,0.009,290,287.538911
933,0xb5234a2c8e499c997d9f23213f6cea64feb773f4,0.009,290,287.538911
934,0xb6120a5bd87bacc667e62d0818d7422b7d228d62,0.009,290,287.538911
935,0xb62b48cf5f45131aeb3cfdf7f95f753589c743e3,0.009,290,287.538911
936,0xb6e775d51ef166dbfb78399a5f6a75f097a63d5d,0.009,290,287.538911
937,0xb823643a5145967f979a04e2fa2d43d48119406a,0.009,290,287.538911
938,0xb87f39b96fe805ad0041daf046a4f86093719940,0.009,290,287.538911
939,0xb910591d994463da03c5f7c7efb303023b1c049c,0.009,290,287.538911
940,0xb973075242507a376264e8bced033285bda9fc58,0.009,290,287.538911
941,0xba23e0c3aa87ba5aa97c9c349ef1a8ce12f32e33,0.009,290,287.538911
942,0xba61e962ff23f79fdf8193fd5e4a92ceeb0ebe1e,0.009,290,287.538911
943,0xba7e760a0008a4c03e8fc7d6439dfd4b98759ccb,0.009,290,287.538911
944,0xbad5dc0b456389b10f2abdbf4bc697e4485f1e18,0.009,290,287.538911
945,0xbb49ba53f10683aedc8f36497a7b5ec19b6fee9f,0.009,290,287.538911
946,0xbb7e559063630d409093dd1f77470abc95221a28,0.009,290,287.538911
947,0xbb8277d3681bdf2604ae817f648763bc903f1001,0.009,290,287.538911
948,0xbd3b896f7b763ce7accb48298cc91a8fe8629fb4,0.009,290,287.538911
949,0xbe5cb0c47f19e8660bcdf690e4deb772300cfcf9,0.009,290,287.538911
950,0xc06f61a89f4ff28b2a968ed43d7ff22e8c6d05f6,0.009,290,287.538911
951,0xc0d433ae27dd487e55bf146b955879d3b6f154d1,0.009,290,287.538911
952,0xc1687f66f4a915464b05752fc0fee646feedd330,0.009,290,287.538911
953,0xc255bfb9f6d8bf563b3c6ccaa784c530569619e6,0.009,290,287.538911
954,0xc310480511657b91550cf4504fece6fcf5dcc32c,0.009,290,287.538911
955,0xc362fea55e88a4ece7bbbd60756ca55c00e79b38,0.009,290,287.538911
956,0xc3994922c5b303ea77d299615709cc55f86c6fda,0.009,290,287.538911
957,0xc4b5a2e93f0ef4c69383af0fdef8448d13bcf9bd,0.009,290,287.538911
958,0xc4d2077f83bee2e42a2ade234e7502523ab0b424,0.009,290,287.538911
959,0xc50fb5744885603e79402f34ed625034819797b8,0.009,290,287.538911
960,0xc5c0acc54ccbe5dae2a576c8a9307db048ddf861,0.009,290,287.538911
961,0xc5fd0090ab45a1120776d20eabc84dd34b7909fb,0.009,290,287.538911
962,0xc65a4248b0574867afe1a21349a12191298bf930,0.009,290,287.538911
963,0xc66bd6127cd41c8bc003e3d99a5209024f392f7e,0.009,290,287.538911
964,0xc67072c84732f368c87ff23241c8270c8e059d19,0.009,290,287.538911
965,0xc6a58db65bd3cc63d344abc6b33f6d8973009136,0.009,290,287.538911
966,0xc72c34bd24f9252a6cce169a2e600aaf88ad5583,0.009,290,287.538911
967,0xc75a6b1e39693024df2343ed894b473253148214,0.009,290,287.538911
968,0xc8b5a6fa87f95cb8cfa8a31b08a2dbb2c68477f4,0.009,290,287.538911
969,0xc8f27929ab99600a3a950ff672f39ef5486a20bd,0.009,290,287.538911
970,0xca2056f6c2c1c66b3721e8af9e2ab7c98f53fdd0,0.009,290,287.538911
971,0xca95eccbfb6af9bc4c29a1c3e2bef40e2b655c0e,0.009,290,287.538911
972,0xcb5ea15f2f6e952daa0e4c66e6e69f45513524fa,0.009,290,287.538911
973,0xcb8891c0581e87d326a31e75ff58e1f0c47928ab,0.009,290,287.538911
974,0xcb88ab3a876085669b053def71aa54d9a8b35561,0.009,290,287.538911
