rank,From,benefit_eth,points_rounded,points
321,0x737d8e671b806851522a925858157e273b015f74,0.021,645,642.4366233
322,0x7410bca3fe99852d1606da2fbeecb16076ee1792,0.021,645,642.4366233
323,0x7c3cbea97572faf0516d3e81eb0ba4fb2b21f7e9,0.021,645,642.4366233
324,0x7d29e51089f313a57f1492ac615c0f1fbe8f153e,0.021,645,642.4366233
325,0x7dcd5a3c181c9715369ebcf9ebb49adc6bf4ab96,0.021,645,642.4366233
326,0x7ec2f52f662e90e76c487b9c61d7516391cf2acb,0.021,645,642.4366233
327,0x7fa005f5fda3fc9aacfaf14013b541aea263bcc5,0.021,645,642.4366233
328,0x7fd79c9d5b20b08c6424e0fa713c2b1486e07061,0.021,645,642.4366233
329,0x847cfd8866578d4292f5c6c03d5468237522ebab,0.021,645,642.4366233
330,0x8fa2c16cef3490a5e8f8e345c0b8e87365629022,0.021,645,642.4366233
331,0x921afc1b814f343f04338ef38a688070ab90a07d,0.021,645,642.4366233
332,0x94480c395eb78d7ce90743a6ff75512c041684d1,0.021,645,642.4366233
333,0x9d4a9a7df229b2e63b883b8ffa69585e59bf16cb,0.021,645,642.4366233
334,0x9e830e6a6c8c699f145298bd8de752cae959747a,0.021,645,642.4366233
335,0xa825fec973cccc89656081ba9de7376092b8a2cd,0.021,645,642.4366233
336,0xa8e3a303fcf17bea14f7d50a1132d5febbc7fce7,0.021,645,642.4366233
337,0xaa1062ff44cb41b9aac4879dda6e7c21c1e8aa3b,0.021,645,642.4366233
338,0xaa879cd8d1809f390ac2578331c20c17f6a1be3d,0.021,645,642.4366233
339,0xae2041045be9ec3557ba3ba2d814da98f30ab7ca,0.021,645,642.4366233
340,0xaecd5fedf1a697752dac6176e3b40ff21348272a,0.021,645,642.4366233
341,0xb154ae9dd24e41bb0ddcc0ceab42b13314f3704f,0.021,645,642.4366233
342,0xb5c8271cc87ef96410a1b921effdac21c64b7f59,0.021,645,642.4366233
343,0xbc0503e0135a9ead1d4a15a8436fd7b2e8d1657c,0.021,645,642.4366233
344,0xc9b6a6e921d6fbf22f58a3c66a457946048ede1a,0.021,645,642.4366233
345,0xcd9e562049eb817ea7d3e9156ca4dda30820ddfa,0.021,645,642.4366233
346,0xcfeba2dbf3b36666462d90c4eb12891ffcab3210,0.021,645,642.4366233
347,0xd278239beff18f7828476f7587d577c5566221b0,0.021,645,642.4366233
348,0xd572e3c5e03e85981b76c15e1b12e464db0fa6d2,0.021,645,642.4366233
349,0xdbf68503c92283efeba8db4dfbbfa6c081d16bb6,0.021,645,642.4366233
350,0xdd252da0914be95743ce5ff3234c69e68ba4479b,0.021,645,642.4366233
351,0xe15427495141b5b961e50885a9b0b6bc15edc3c2,0.021,645,642.4366233
352,0xe79f0097e84434f84fd870f9201fc15bfdebc59f,0.021,645,642.4366233
353,0xea2c6114ad8541a740ee2fa74022918a99722d8c,0.021,645,642.4366233
354,0xea40b4eaad98da0058fdbfda40d31cf6fc0ae608,0.021,645,642.4366233
355,0xec4c4aaafdcfe1192a7cf17a71742e0d7d233422,0.021,645,642.4366233
356,0xeded6329942c2aa7e377d53cb4f3947f4043690d,0.021,645,642.4366233
357,0xee2a1fe3d9ec9c77f1bac3d81c3870677cfb719a,0.021,645,642.4366233
358,0xf0c70a7b59ed3629c93cce7b746ccb0d7ad0138b,0.021,645,642.4366233
359,0xf468c3a13bd009f10a93e002ed1c15d636c1e44c,0.021,645,642.4366233
360,0xf64d3bcaffb58d35073c50e919a06699a0a18faa,0.021,645,642.4366233
361,0xf686f0120b7007f89138649af332fbf54e23bcc6,0.021,645,642.4366233
362,0xfef1a211d28c2cb2e8a1799b3bf8a0770e857ec0,0.021,645,642.4366233
363,0xff1de14e334370e76f3e178a5523fb24c5389a45,0.021,645,642.4366233
364,0x032a3756918979d527b7c33aff98641f2d5d965d,0.018,560,556.5062109
365,0x071bb0cb366d93a124076aaeb50201dd58b80b97,0.018,560,556.5062109
366,0x1260121fee8f2395b2d0642f66cb088935e79ad6,0.018,560,556.5062109
367,0x1ab24be7dbcd5769c4dbc4b5d97ec812db64258f,0.018,560,556.5062109
368,0x1b08ccfa1468d13345a5601247cb5f0cc5b8f4ee,0.018,560,556.5062109
369,0x1f3beff830871eae2dd5bddfab5fe733b00773ea,0.018,560,556.5062109
370,0x24975de5d41f36b17f225c2a9d6476296a2d0b0e,0.018,560,556.5062109
371,0x2e23064ceb6d4d5587730d9d0412ac01bf5f11c8,0.018,560,556.5062109
372,0x2e5cc24b1b42cc7022acfe8344f9c00965b911e1,0.018,560,556.5062109
373,0x2f990fc19c94d62bcc3af5b57ff1d92217cb2dd0,0.018,560,556.5062109
374,0x333bd1558e02e42676cede4c439448100f3b9bc9,0.018,560,556.5062109
375,0x34653bd5c219b542fa7440b69e9b459f249242fb,0.018,560,556.5062109
376,0x34f769010edfb49f4edc6cc15beda6049c2fc611,0.018,560,556.5062109
377,0x364c28a956864c4f8247f78111cea337f9cf7d7b,0.018,560,556.5062109
378,0x371e19d721d776902ddf457b6b7d791c778a6b15,0.018,560,556.5062109
379,0x37d5eb1af188d1c81b2a039a65d2a7073c5f4029,0.018,560,556.5062109
380,0x38317a072556ce204288d1e9ad85e3b9d3832f49,0.018,560,556.5062109
381,0x3f8a2f2daa017b087c1b6254edd16a0dd4823ced,0.018,560,556.5062109
382,0x437862a718e976e9563abca8bac007703aa76191,0.018,560,556.5062109
383,0x46121d16ce8783e00a2c53c7c4785aeedf0e9d6c,0.018,560,556.5062109
384,0x47e6243962306f4b07266e5ac94fdbf2e4511392,0.018,560,556.5062109
385,0x52dad2b2ede53baba98e8fdf9cf11655d9324d34,0.018,560,556.5062109
386,0x5910bc0b95b05756466c4805306411cd7547b646,0.018,560,556.5062109
387,0x624bc762a96fbee6340c76bbf312199f8cbeff95,0.018,560,556.5062109
388,0x654b74de1613d1d9abf9f1ac5536af6313193b6c,0.018,560,556.5062109
389,0x65716d94cbb02cf1385ccada29b9e688066deaeb,0.018,560,556.5062109
390,0x68b622b345eb8d49d107824b34fc216faee651d6,0.018,560,556.5062109
391,0x6a1704327e6a4a4b22061ba73b5ed33da977f5cf,0.018,560,556.5062109
392,0x6abcf6820ad0386402933117ceb6e831b906e071,0.018,560,556.5062109
393,0x6d3a1f9f306afb9b44baeba82a56473035012be6,0.018,560,556.5062109
394,0x6f37aff736f8b6b9957ee8dcd00940564cdf14a1,0.018,560,556.5062109
395,0x6f4b88c2f168ca362a4557ef944fda825487cc88,0.018,560,556.5062109
396,0x70571bbea359b2546050118ddd6bb214a68c940c,0.018,560,556.5062109
397,0x727a3f1617d86f1ca409ea5083e67a6b2b9c59fa,0.018,560,556.5062109
398,0x737022e997a3eff27d4716bb081ea777b8723380,0.018,560,556.5062109
399,0x73f424854d49b60e5678b505038911ff139cd665,0.018,560,556.5062109
400,0x73f8d2fc2a82b9ce7c797f3a803c971d9b8aed41,0.018,560,556.5062109
401,0x74994d8eea811dc5dc5045062b94665f996d6656,0.018,560,556.5062109
402,0x78e7c220d4eecc9a720ad00145259eba9d700a28,0.018,560,556.5062109
403,0x81043fd747a4296547bb859598a1bf848a4f5395,0.018,560,556.5062109
404,0x8b7004998f9bbbb2024870911b0b949a02cb5960,0.018,560,556.5062109
405,0x8d33a92f12a06e41bf076cc1d2a0396c899f3cd2,0.018,560,556.5062109
406,0x91d7710bd748efe9560c1edfae785c1793e796b0,0.018,560,556.5062109
407,0x9b97cb55f306ef37b178d097f6fc2565549d176d,0.018,560,556.5062109
408,0x9c9146def1d3a537d74bf28add65a62b6e8150d8,0.018,560,556.5062109
409,0xa33111db0f411a1b2a279bd448a0f4c618724085,0.018,560,556.5062109
410,0xa8c4213662e02740cf87365286ad37187a90bed7,0.018,560,556.5062109
411,0xa956b3f4c7cc3cc87123166242572c86ac0ac7fe,0.018,560,556.5062109
412,0xaaf04e6d05e3b0451259845dc009b009f3b620ef,0.018,560,556.5062109
413,0xaff1001df736d27b89f74629255668a35464e55b,0.018,560,556.5062109
414,0xb2bf658d482c7fe5b403357b644b3f395c83b12e,0.018,560,556.5062109
415,0xb41e6df553297ee89a11a3c618952c96ced5b93b,0.018,560,556.5062109
416,0xb81a69ccfd4d042a140234a30149a6aefd644ab2,0.018,560,556.5062109
417,0xb83a5915cef73a53172c567f187cd7f84ef6b4cf,0.018,560,556.5062109
418,0xb8f7f600508e8ec6ed9bdccb177f27b69296091f,0.018,560,556.5062109
419,0xbbdf8287bc59839865627351107dcac5d3abb868,0.018,560,556.5062109
420,0xbcd4a25a3cd88a0b033c3b3772ab757c3b18d264,0.018,560,556.5062109
421,0xc5de8c6dbc7bee4d054c62981d28963c6a783dd9,0.018,560,556.5062109
422,0xc67eda02557414fc23e231cfefb8dd72fb157a3d,0.018,560,556.5062109
423,0xc75ebe752f8f471273dbb210a8420297a1995ab0,0.018,560,556.5062109
424,0xc8fad29149bba929353518770df6696c6ca1ff4d,0.018,560,556.5062109
425,0xc919cc63a66e099a9e40cc10d2a65560e1bc7ad5,0.018,560,556.5062109
426,0xd38767246a612fd52dc05212cdcca7fac533750f,0.018,560,556.5062109
427,0xd783b906324056d6c67db9add254e86bae84f166,0.018,560,556.5062109
428,0xdabb3a3880672bf2080587e67f5bc1bbab777ac2,0.018,560,556.5062109
429,0xdb1ef617e1d25a4a0d20c225f39ddec2efacc76b,0.018,560,556.5062109
430,0xdd60daa5775e3c19d7f72bc9d1d8f195a72b9b6a,0.018,560,556.5062109
431,0xdee8e11e34e11523270b9fa95978b0ecc762f426,0.018,560,556.5062109
432,0xdf6f6dd8dc2d8c458600be340c9b4d6d2e48ca81,0.018,560,556.5062109
433,0xe768ff6a52706e8378f7b7d6f44df88103338c3e,0.018,560,556.5062109
434,0xeb0ef01797cd81cc9c346b8f370b80b9aed25e92,0.018,560,556.5062109
435,0xec3efa5fc276d412fe37b5888f76b54f3e2014aa,0.018,560,556.5062109
436,0xed9a5121c03ed1d56e99faf536dfc545abf9adba,0.018,560,556.5062109
437,0xef8698046a444cd03f6d84a4141ecd453594661a,0.018,560,556.5062109
438,0xf2e81f64d733eaa0c115c27eb0fd23e46c157f21,0.018,560,556.5062109
439,0xf4c7ba26c051f689a47482c0d2ee9930d4f4504b,0.018,560,556.5062109
440,0xf5f71c341682dcf8a0db6586aa716356dc96c9b1,0.018,560,556.5062109
441,0xf8c598226a377e0c32a3b2c92288e113fc3049f9,0.018,560,556.5062109
442,0xfa221ad0906c7f0fb9fcece3a967055aeed99ce7,0.018,560,556.5062109
443,0xfdd7be564d066d223ebfd6adee384d691a9e4296,0.018,560,556.5062109
444,0xff25a6b8d7f272d4dde1132e23c35dcd35e99ee4,0.018,560,556.5062109
445,0xff497956d7e0c19b11a33aa05945503d04e3ca16,0.018,560,556.5062109
446,0x00f511171be2586284e4136e2a043d8c14211d3f,0.015,470,468.7659009
447,0x0244439edf76213678d225c3a6de2d64483dec9a,0.015,470,468.7659009
448,0x08d8bf96e8b848ff150b339f61abce89ecd12dad,0.015,470,468.7659009
449,0x0c178276f0495df8fe0439b7c98bf25405d487d5,0.015,470,468.7659009
450,0x159bae8eeb997637dadf0114e91adcdc8eac12b3,0.015,470,468.7659009
451,0x15aa80a8806c4f3908b5d0b280ba03586e61c5a1,0.015,470,468.7659009
452,0x19886aed98ac7a313649e06475b1beb9292520b6,0.015,470,468.7659009
453,0x1c187b3e2477657250c34955a6eb247f28558d94,0.015,470,468.7659009
454,0x1e1c7940b4020a4a2e66bd7166f9dfdbf788ba3c,0.015,470,468.7659009
455,0x2674e7933ed8f7c60f63f5f365b4838b41a38599,0.015,470,468.7659009
456,0x27b16478fc45686a6ec3259f93e121ba54928492,0.015,470,468.7659009
457,0x2cd4d7d73a89a48d74e62188266a91093c345047,0.015,470,468.7659009
458,0x3223ff0f272306030903f0444161f85c8dcdab9f,0.015,470,468.7659009
459,0x3a845f698d5b4d0311489f41a54ec2611cec72dc,0.015,470,468.7659009
460,0x40524e03a306d75be0a1df65a8c6fccf6353638f,0.015,470,468.7659009
461,0x428f8b7884f9dc5900c06cf5225cbe8879c65ebd,0.015,470,468.7659009
462,0x44ff621d47f93996792df72dc52fc5783e14b4bc,0.015,470,468.7659009
463,0x4505af7ae23af3e780db96cabda71e3ae403a464,0.015,470,468.7659009
464,0x4c2a911983e43b41299a50fd5c9b680256cb9eb7,0.015,470,468.7659009
465,0x541f22d649b869978d2a40542fbc324fb8676014,0.015,470,468.7659009
466,0x58077d901c6015dd52498b6ae6f788bdceae6589,0.015,470,468.7659009
467,0x6936aa8d50b64f42bbe718ae7eae1ded75792a64,0.015,470,468.7659009
468,0x6da275b58e82b6159fac3c163c986cdd81136f39,0.015,470,468.7659009
469,0x6ecf51cc8ef54538258ab34f2c5ece775dc3e7aa,0.015,470,468.7659009
470,0x7da65306ec09889f57908dc11562cc8782244f44,0.015,470,468.7659009
471,0x8598363bb95910b89635e07c37b8ddd2b84083fc,0.015,470,468.7659009
472,0x8c81de30f600564abadf14025c28c5028c974a3c,0.015,470,468.7659009
473,0x8f97cce79d907bb23e4cfea095cef30f785e81db,0.015,470,468.7659009
474,0x9b6e5d9e4d4cfe905178f2fab7e31493f5713b4d,0.015,470,468.7659009
475,0x9f5c09948ecf1a6d667d2120d4d94a19394883a4,0.015,470,468.7659009
476,0x9fab59236a8608e5f1240fdeddf0d22277c7ce88,0.015,470,468.7659009
477,0xa53d5444e5b7af457d9c01ec73828505ad4250ed,0.015,470,468.7659009
478,0xad0ba701b0497409c1d8ff6c1957aa98e0857307,0.015,470,468.7659009
479,0xb2b8378cd24f464d303e317044f38deb2eb7b1ba,0.015,470,468.7659009
480,0xb7a322b62994033f3c6cf816d31ec66b4d4aabc9,0.015,470,468.7659009
481,0xbfcadb3bdeb1da886e8e52204670b8d2e2b91f3c,0.015,470,468.7659009
482,0xc83025be61d7c542ab8e8d2dd5b5f22082eaf482,0.015,470,468.7659009
483,0xce09101eb480839f0ddb93e5d9907cd4377a7c44,0.015,470,468.7659009
484,0xd1a554cb1b59fd63267ff1d1a555baeb48217dcc,0.015,470,468.7659009
485,0xdd1c8056b3f5ec88bb97843e381809a0e8a09eed,0.015,470,468.7659009
486,0xe4dc46af45263216f3bcf40ec7827a49ede4795b,0.015,470,468.7659009
487,0xe59f4a315aa1d99bdd32d999bd265aee215c6cf6,0.015,470,468.7659009
488,0xe7c8c6902ee1772eaf607dece2a90600dc622d6e,0.015,470,468.7659009
489,0xec501b18fddd1e6478221eaa8b1a38f7aa087c82,0.015,470,468.7659009
490,0xf4344d3ca26b3f9d0f5d25988eb2dfcd6c60f8fa,0.015,470,468.7659009
491,0xfd8874dca9f2f0be9909fe04dcc5254407207a56,0.015,470,468.7659009
492,0xff6ce4921b0bffd0233981515842d5ac2e917597,0.015,470,468.7659009
493,0x00f1f2e78ffca13cc221f29069084b7840396f5d,0.012,380,379.1378086
494,0x03a673e4a53120a0f6f57e49b202f38553917136,0.012,380,379.1378086
495,0x06dfba8d724814f2532d36d28db4a944f3c6eed8,0.012,380,379.1378086
496,0x0710df665b537cdb59205391fcd0e78d4b9f7e1e,0.012,380,379.1378086
497,0x07c70cf3d956c09a67db5645c68a364a3f5b41ba,0.012,380,379.1378086
498,0x085660d663d335225a82dea841e719b6e995afe8,0.012,380,379.1378086
499,0x0b1beb80326680d37ef04f0d7c092102bd79ca01,0.012,380,379.1378086
500,0x1442f55a9d74df7d649b08badf26d2f4d58d1a68,0.012,380,379.1378086
501,0x16f95b8257b52469cc24eecc0dfb1fbeb0116b97,0.012,380,379.1378086
502,0x1b0a746079b79358c2a76cbe8dd5b1bf5b9aa7c3,0.012,380,379.1378086
503,0x1df00a6325e5bda9888a6cfcc4216c559c27db42,0.012,380,379.1378086
504,0x208259cc653e143548370bc1627af4fdda3534f3,0.012,380,379.1378086
505,0x2cacd251dbcd6751c78242f66f8c731e998db07b,0.012,380,379.1378086
506,0x31bc9abb05f55cd4550aa38fc2a3f5957099d910,0.012,380,379.1378086
507,0x338ae7b2d5613d6386cbff8e69a0e467690f6930,0.012,380,379.1378086
508,0x36188e6c8488ebf6abf4867ed6fed15904ea15d9,0.012,380,379.1378086
509,0x372fa8aed3715fed43a4be6b872d4c7e8a9cd608,0.012,380,379.1378086
510,0x38ba1bfd3fa2ba0658a1679c7810cbe91920b234,0.012,380,379.1378086
511,0x3e2df91cf3114d5772462bae2820f0538b660b17,0.012,380,379.1378086
512,0x3e987dd523b07157a71cbd69d9c99856eaa1049d,0.012,380,379.1378086
513,0x423dfe1630ca840ff17cf53b1f462f626b19719d,0.012,380,379.1378086
514,0x432fb12b4429f7630c19a28fce80bf3e564dfe0e,0.012,380,379.1378086
515,0x4860ca818c3650bc928df43ea4eda07704fc1581,0.012,380,379.1378086
516,0x4ac7de08e73c87a3eb6f9eb5a3e5ea6f65ff49b7,0.012,380,379.1378086
517,0x4af9231cb807bfb9b2949cf8a1aa129f77f7658d,0.012,380,379.1378086
518,0x4b2e557c35aa769176e3edea0a57ea3a0470f216,0.012,380,379.1378086
519,0x4eb67f318deeca9ca7a31a57276932f34a2e54f6,0.012,380,379.1378086
520,0x4ff92dd0c8ea4d51cf46ae38a8d79cb66f7618fa,0.012,380,379.1378086
521,0x504585b6c04081414a12eb074454139a5395a957,0.012,380,379.1378086
522,0x549e03a190612a8794bf739cc6a30deba50f59df,0.012,380,379.1378086
523,0x55a05e39a791fe8213e4fd24ac25cb4e85107c37,0.012,380,379.1378086
524,0x5826914a6223053038328ab3bc7ceb64db04ddc4,0.012,380,379.1378086
525,0x5c60e7b35f86edc80de18ae978bf9de6694cd0c5,0.012,380,379.1378086
526,0x5cad1c530146db0fa944dce0bc17bec75661eb6a,0.012,380,379.1378086
527,0x5cc7b6f5ee49559e852de92559a91287856dd49c,0.012,380,379.1378086
528,0x5fa5fe961973fc32145623be2750007e954b9a3a,0.012,380,379.1378086
529,0x602b3ac3bc187a2a3e09c516dfd12a5ff3d3b598,0.012,380,379.1378086
530,0x6190f8f70e7dd6125b89e7a50192560d49225e80,0.012,380,379.1378086
531,0x639ba7889c424bb379a3e89f2d9e505457d1558e,0.012,380,379.1378086
532,0x63cb5cda387be3e1ada7926941ed25da0d6e6ec4,0.012,380,379.1378086
533,0x6493a82dc794423b8f13ef702c1854df31f0b28a,0.012,380,379.1378086
534,0x64b71f8546c4fcf06fc13294ded73dcaea3fc241,0.012,380,379.1378086
535,0x659137d7e42fc0fa5dc19e1761b0692cdd8c7300,0.012,380,379.1378086
536,0x6bc8417f1716de63445ff73b6eb99ba949c8b0b1,0.012,380,379.1378086
537,0x6df3e789598de793b0e480eb79c01c9531ed2bd8,0.012,380,379.1378086
538,0x7085bdd3c41d08319fb2303ff50bc291691fab49,0.012,380,379.1378086
539,0x7143cb291047f594d65b745a16984a10b7e9c845,0.012,380,379.1378086
540,0x72bd89f7ff9c7dd3be63e1f2cfbe9f7418abc172,0.012,380,379.1378086
541,0x72c958cd461a4132553daf7c2b8648d9ee0ced22,0.012,380,379.1378086
542,0x7337484cce703fb191ea5e8a7fb17e197644bc26,0.012,380,379.1378086
543,0x740428198cde530ebf021ac4c68244cd64479a46,0.012,380,379.1378086
544,0x751eea735b8c54b243cc9e441c86cc7396c36fab,0.012,380,379.1378086
545,0x791f30e50c0b48f373a2ac1a0b3e41e8de17555b,0.012,380,379.1378086
546,0x793080949c655b0b716dcde629ae4ee9bdd78a63,0.012,380,379.1378086
547,0x7a62d3a8e6386d7f078c4124cfe7a98b7ed4217c,0.012,380,379.1378086
548,0x81a392386792866e14ff859a0dbe69fd11b6fe8b,0.012,380,379.1378086
549,0x81a473de93378ca6382b9f5e018b46ef245d5dbf,0.012,380,379.1378086
550,0x81dc7327df59c41aecc2e7b32f845b215878ac34,0.012,380,379.1378086
551,0x8306faa188cf677e64799990e1d5d582e2be3866,0.012,380,379.1378086
552,0x88fe9af4a167681e413e5d890a485f64cb082696,0.012,380,379.1378086
553,0x8cfddf767f04a9f147356c08de9167d4c1057558,0.012,380,379.1378086
554,0x9105e0aa54a43f27044e01ce9cb37faba6b3d6dd,0.012,380,379.1378086
555,0x92add4bdddc130a6403593e740724b04cfcefa29,0.012,380,379.1378086
556,0x93ccbead16cfc8b6ee5576ed4e2460ebefc257a8,0.012,380,379.1378086
557,0x96dab47c7364ef6be41e52849f207e0269c17372,0.012,380,379.1378086
558,0x98693b158523a955a34ff1e6a5da4cf82a6248d2,0.012,380,379.1378086
559,0x9bdbb262ae1b23bf6f299f1a15cf14773e5d1f10,0.012,380,379.1378086
560,0x9cbb304b2b917c34bdf5dda4af07fc8c7e3fb3b1,0.012,380,379.1378086
561,0x9ea14839090e948a9ee40e153849b004068fc340,0.012,380,379.1378086
562,0xa403ebfe61cec5ee696064ce0574322684e048e3,0.012,380,379.1378086
563,0xa654dc4a7b48483a9af0e7c79253f58e045114e5,0.012,380,379.1378086
564,0xa6b441d4120d0cedc7ead6735211fcf4c8e7eb9d,0.012,380,379.1378086
565,0xa739864b45e2d4ae5c2799538828d820699af9ab,0.012,380,379.1378086
566,0xaaa4ead4de71669ed8513dcdfa7b05cccb40a96c,0.012,380,379.1378086
567,0xad6acbeee59f32e4d3e2e459be3dc4c0ef78ef19,0.012,380,379.1378086
568,0xad7fd1ce69ba00fe8f5364ba10f3172387ae9938,0.012,380,379.1378086
569,0xaf5d7a56756b0fbaf12e71ce0a174ce254351d6b,0.012,380,379.1378086
570,0xaf6dda8e95934e845bccc57a1d2340f82529c850,0.012,380,379.1378086
571,0xaf86ac5c275d593be60e4e90e3f59b22ccc09b6a,0.012,380,379.1378086
572,0xb155f637b88ff5818e265159f3f329652ec8b266,0.012,380,379.1378086
573,0xb15814ace0dd68dc2dc74b985cd5fdba0fecbcc2,0.012,380,379.1378086
574,0xb3749e151fd997e014543fe91a2347c90b068d8d,0.012,380,379.1378086
575,0xb3a25a477c97f8ae2d9c52b7acfbe2c8e259d5d9,0.012,380,379.1378086
576,0xb5575b3734c71964aa813208eac180cd71a5084f,0.012,380,379.1378086
577,0xb61b68187b7682b1a1f4e54df11acd29610f35ee,0.012,380,379.1378086
578,0xb61c4ae25f7918f6200486de33d7d4c4237ab927,0.012,380,379.1378086
579,0xb7c21b7f7ddc4a7e7892b9fef0e1992df6af832f,0.012,380,379.1378086
580,0xb80edf6b8d793e5f2099dc669c722226e1510cfb,0.012,380,379.1378086
581,0xba5bae98375030081d9057d8534004fea0c7a328,0.012,380,379.1378086
582,0xbea283c555a6b7ed923a6ec99638f4499734f9f0,0.012,380,379.1378086
583,0xbef43f7b3738d9327d2a2179d1ef551203f42107,0.012,380,379.1378086
584,0xc2cd8c4d6462a94f8bb99d54eb3c8d4422e7e73a,0.012,380,379.1378086
585,0xc44c8ba7336ee99f9641bf612cc625b8f86dabe9,0.012,380,379.1378086
586,0xc71909244c6b79e6284f5487b3fda289b65f04bf,0.012,380,379.1378086
587,0xc8268285b3a2aa4404b7e115d04e3fcdc3872d80,0.012,380,379.1378086
588,0xc971f6105e08f7d3cf10f961aa7c1c26ad809741,0.012,380,379.1378086
589,0xcbedc501f5443b7fcec1ce50e9c262941c76fa73,0.012,380,379.1378086
590,0xd14d28b385e655d6ac74f68a6bf10d8d65095f4b,0.012,380,379.1378086
591,0xdc73dca88cfa6f64e5c8b161018769808973e893,0.012,380,379.1378086
592,0xe0f2a5cb061636495d8c0ac44e3cff7ee9f0c42e,0.012,380,379.1378086
593,0xe34c7f7d5ab059b7f44e56026f02f21ccf6d70fa,0.012,380,379.1378086
594,0xe407f5645902745afcabe1ba50fdfdbb113221e0,0.012,380,379.1378086
595,0xe7c74c20fea5a22a36746c1457320a89eecd2aca,0.012,380,379.1378086
596,0xe800419e5c0b3d355cc7f2c5273e8f2a6b553558,0.012,380,379.1378086
597,0xe92f847e75af062f19ae502b9f7083046a162625,0.012,380,379.1378086
598,0xe9c21a5b731f0d595fa92379b06459429aaa584e,0.012,380,379.1378086
599,0xea309fd0f410616c1f4d8164cd6c759132ec6d84,0.012,380,379.1378086
600,0xea9c9647399901f5482d8d0c87ae9d1a7a165745,0.012,380,379.1378086
601,0xebccad906c45b5dd7003ee78da5a6899fa7fa466,0.012,380,379.1378086
602,0xec5ae60516f88654a17ade39b97a2fb01939a091,0.012,380,379.1378086
603,0xedf7263f76235b85535bdbab94c7a3fc84bb5a3a,0.012,380,379.1378086
604,0xf2dbc13868b364c398e635e8ea39a5fcd3ad0591,0.012,380,379.1378086
605,0xf3489435120cf94400c9247f6e28afdfff004230,0.012,380,379.1378086
606,0xf4d6d781af2152363a344fac34e35db514a55623,0.012,380,379.1378086
607,0xf87c6fbd75f92a23d4c5d04ca40aa6149df5f7af,0.012,380,379.1378086
608,0xfaf459f330ef86f487c365345d591e2ccf42f14d,0.012,380,379.1378086
609,0xfb6f5a9a24f7f5643af305a849a0ab2df2b0ed79,0.012,380,379.1378086
610,0xfc0b79cd4e25ccc7d796c8ee900faf310b952ce0,0.012,380,379.1378086
611,0xfdb028b533ba95c56d914f5f5b6a93031d25c97b,0.012,380,379.1378086
612,0xfffd27e68da8ae553bc5c4b80c1e969fde023693,0.012,380,379.1378086
613,0x01fede4bb0f06ca47735be98b7a083a60c087a7d,0.009,290,287.538911
614,0x025cd6a11f4d426a0f4c62c9e5fd5e7c6bf39848,0.009,290,287.538911
615,0x02b4703b865c58067f89adb22ff7dcbe2b21c65a,0.009,290,287.538911
616,0x02cb6f4f94353d9a8690681c9be7dc1ac54b04b9,0.009,290,287.538911
617,0x04580b7b2f868b6958880903b46b1711d4a9a552,0.009,290,287.538911
618,0x04d00aa219e4bf77ff62af0b8c0d85a0cd9fdaf9,0.009,290,287.538911
619,0x06da3784e5a770b62c71a7e802e55e4c0512b62c,0.009,290,287.538911
620,0x0781ce82ad7d7d61fe610dddc95f4e71801a1edd,0.009,290,287.538911
621,0x0802c7c80a241613558d097166a1253fa246658c,0.009,290,287.538911
622,0x085ff7fc8ea1d09ae3c493c3030832e48b0e8d00,0.009,290,287.538911
623,0x0868483375aac12492c995749e2a536bea0b0bcf,0.009,290,287.538911
624,0x099ff3e205cd8f67bd21a4188b9d2093115a27f8,0.009,290,287.538911
625,0x09dc942d6757980b52e58229d643d2d145bede9e,0.009,290,287.538911
626,0x0a0239836636950cd572bd942bf6f0c91caec05a,0.009,290,287.538911
627,0x0b4365a0d501f67ae1aab1632193a7c3430df59c,0.009,290,287.538911
628,0x0bcb60bdac2a0e65742b0987e97f49685b4819a2,0.009,290,287.538911
629,0x0bdf45c61baa476a2fe5b51dc0d866ca3e3b4266,0.009,290,287.538911
630,0x0c34ebb1c5e1b97b714ff96ebdf87ddd94370702,0.009,290,287.538911
631,0x0c813fb4a811b8bcba9f059c89e023b8ddbe85e4,0.009,290,287.538911
632,0x0d0fe0bc0cf2f8d917976ecae1a30575996f0299,0.009,290,287.538911
633,0x0eac5e70f0c762137d8d316b24171d01a0d838c6,0.009,290,287.538911
634,0x0ed909ed8ac6ed539e1147d5626d1457df6e0f3e,0.009,290,287.538911
635,0x0f70cf789a7b7fff43f6d02810fa5c517340ab6b,0.009,290,287.538911
636,0x0fbb82b34bfaf966452cb96e8f6a65ed71ebcb12,0.009,290,287.538911
637,0x10277578647453bbfeab8e36255bca17411c07f1,0.009,290,287.538911
638,0x1097ac497e7a4f6216ac4c653add96308c3fb1b5,0.009,290,287.538911
639,0x10f49db5935fe3e207f50f350998a51470b43ab1,0.009,290,287.538911
640,0x1105495647ed8963c6baeaad3eaf541fd5d722df,0.009,290,287.538911
641,0x112c9c8b7a3feab3102f7766b1537713cd10403e,0.009,290,287.538911
642,0x11a717bff09c7994ef14b8a5c5db50a55c2a9c3d,0.009,290,287.538911
643,0x11f75d6d02a665bd96b2215ab15e151de43e1c4b,0.009,290,287.538911
